"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value","Flag Codes","Flags"
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL07","Región del Maule","F","Mujeres",40.679795072,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL16","Región de Ñuble","_T","Ambos sexos",55.578430241,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL16","Región de Ñuble","M","Hombres",68.985656322,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL16","Región de Ñuble","F","Mujeres",42.607401036,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL08","Región del Biobío","_T","Ambos sexos",52.819664022,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL08","Región del Biobío","M","Hombres",65.662763028,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL08","Región del Biobío","F","Mujeres",40.50909111,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL09","Región de La Araucanía","_T","Ambos sexos",59.645626409,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL09","Región de La Araucanía","M","Hombres",72.366426514,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL09","Región de La Araucanía","F","Mujeres",47.379921423,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL14","Región de Los Ríos","_T","Ambos sexos",58.120995671,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL14","Región de Los Ríos","M","Hombres",71.025317321,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL14","Región de Los Ríos","F","Mujeres",45.469010942,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL10","Región de Los Lagos","_T","Ambos sexos",61.304878401,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL10","Región de Los Lagos","M","Hombres",74.795503397,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL10","Región de Los Lagos","F","Mujeres",47.317923813,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",68.218822001,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",76.320018146,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",59.005688853,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",60.185695855,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",74.01291574,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V10","2013 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",44.555452008,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","_T","Total país","_T","Ambos sexos",59.93046148,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","_T","Total país","M","Hombres",71.967335789,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","_T","Total país","F","Mujeres",48.302486369,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",58.162331446,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL15","Región de Arica y Parinacota","M","Hombres",69.217210393,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL15","Región de Arica y Parinacota","F","Mujeres",48.416670064,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL01","Región de Tarapacá","_T","Ambos sexos",63.967158103,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL01","Región de Tarapacá","M","Hombres",76.007005653,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL01","Región de Tarapacá","F","Mujeres",50.710638736,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL02","Región de Antofagasta","_T","Ambos sexos",60.080913954,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL02","Región de Antofagasta","M","Hombres",76.225430381,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL02","Región de Antofagasta","F","Mujeres",42.317930869,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL03","Región de Atacama","_T","Ambos sexos",62.78051627,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL03","Región de Atacama","M","Hombres",74.872052563,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL03","Región de Atacama","F","Mujeres",50.156744603,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL04","Región de Coquimbo","_T","Ambos sexos",56.861678873,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL04","Región de Coquimbo","M","Hombres",69.344834325,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL04","Región de Coquimbo","F","Mujeres",44.8205702,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL05","Región de Valparaíso","_T","Ambos sexos",58.475791184,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL05","Región de Valparaíso","M","Hombres",69.21088262,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL05","Región de Valparaíso","F","Mujeres",48.249343359,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",62.213945347,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL13","Región Metropolitana de Santiago","M","Hombres",72.974010593,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL13","Región Metropolitana de Santiago","F","Mujeres",52.184469485,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",60.208797057,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",73.776677056,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",46.440921932,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL07","Región del Maule","_T","Ambos sexos",56.903147013,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL07","Región del Maule","M","Hombres",71.177121492,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL07","Región del Maule","F","Mujeres",42.960748642,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL16","Región de Ñuble","_T","Ambos sexos",56.37166351,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL16","Región de Ñuble","M","Hombres",70.25444342,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL16","Región de Ñuble","F","Mujeres",42.940071774,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL08","Región del Biobío","_T","Ambos sexos",52.990068886,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL08","Región del Biobío","M","Hombres",65.681765845,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL08","Región del Biobío","F","Mujeres",40.821071396,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL09","Región de La Araucanía","_T","Ambos sexos",60.241963244,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL09","Región de La Araucanía","M","Hombres",73.498647356,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL09","Región de La Araucanía","F","Mujeres",47.459338434,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL14","Región de Los Ríos","_T","Ambos sexos",58.889409078,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL14","Región de Los Ríos","M","Hombres",71.789069701,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL14","Región de Los Ríos","F","Mujeres",46.242911188,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL10","Región de Los Lagos","_T","Ambos sexos",62.590560113,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL10","Región de Los Lagos","M","Hombres",76.22980508,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL10","Región de Los Lagos","F","Mujeres",48.447380904,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",68.523562507,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",76.631330039,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",59.304067656,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",59.088530597,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",71.671605269,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V11","2013 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",44.864871786,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","_T","Total país","_T","Ambos sexos",60.224714102,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","_T","Total país","M","Hombres",72.381093691,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","_T","Total país","F","Mujeres",48.480628847,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",58.168876798,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL15","Región de Arica y Parinacota","M","Hombres",68.19121352,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL15","Región de Arica y Parinacota","F","Mujeres",49.339353628,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL01","Región de Tarapacá","_T","Ambos sexos",63.831822837,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL01","Región de Tarapacá","M","Hombres",75.246852216,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL01","Región de Tarapacá","F","Mujeres",51.262420102,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL02","Región de Antofagasta","_T","Ambos sexos",59.234743743,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL02","Región de Antofagasta","M","Hombres",74.930959523,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL02","Región de Antofagasta","F","Mujeres",41.965278093,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL03","Región de Atacama","_T","Ambos sexos",61.485703873,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL03","Región de Atacama","M","Hombres",73.546342864,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL03","Región de Atacama","F","Mujeres",48.895063306,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL04","Región de Coquimbo","_T","Ambos sexos",57.803539086,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL04","Región de Coquimbo","M","Hombres",70.421104949,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL04","Región de Coquimbo","F","Mujeres",45.632331748,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL05","Región de Valparaíso","_T","Ambos sexos",59.393664136,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL05","Región de Valparaíso","M","Hombres",70.703698579,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL05","Región de Valparaíso","F","Mujeres",48.619055114,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",62.373834181,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL13","Región Metropolitana de Santiago","M","Hombres",73.495525685,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL13","Región Metropolitana de Santiago","F","Mujeres",52.007035851,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",60.203679164,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",74.4377801,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",45.758628471,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL07","Región del Maule","_T","Ambos sexos",58.940866527,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL07","Región del Maule","M","Hombres",72.687854025,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL07","Región del Maule","F","Mujeres",45.513693384,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL16","Región de Ñuble","_T","Ambos sexos",56.84985188,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL16","Región de Ñuble","M","Hombres",69.868166781,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL16","Región de Ñuble","F","Mujeres",44.254311724,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL08","Región del Biobío","_T","Ambos sexos",53.089279099,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL08","Región del Biobío","M","Hombres",65.945327729,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL08","Región del Biobío","F","Mujeres",40.759248459,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL09","Región de La Araucanía","_T","Ambos sexos",60.022544849,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL09","Región de La Araucanía","M","Hombres",72.721946018,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL09","Región de La Araucanía","F","Mujeres",47.77710226,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL14","Región de Los Ríos","_T","Ambos sexos",59.994631572,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL14","Región de Los Ríos","M","Hombres",72.899588401,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL14","Región de Los Ríos","F","Mujeres",47.344432097,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL10","Región de Los Lagos","_T","Ambos sexos",62.554517234,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL10","Región de Los Lagos","M","Hombres",75.879878577,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL10","Región de Los Lagos","F","Mujeres",48.734132671,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",68.538101965,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",76.94930017,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",58.974778772,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",58.342518946,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",71.377348811,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2013-V12","2013 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",43.608690602,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","_T","Total país","_T","Ambos sexos",60.370169188,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","_T","Total país","M","Hombres",72.442563013,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","_T","Total país","F","Mujeres",48.706477665,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",57.151615965,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL15","Región de Arica y Parinacota","M","Hombres",67.920310352,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL15","Región de Arica y Parinacota","F","Mujeres",47.670916575,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL01","Región de Tarapacá","_T","Ambos sexos",63.898708137,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL01","Región de Tarapacá","M","Hombres",75.307382558,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL01","Región de Tarapacá","F","Mujeres",51.335427974,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL02","Región de Antofagasta","_T","Ambos sexos",59.97996741,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL02","Región de Antofagasta","M","Hombres",76.12260251,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL02","Región de Antofagasta","F","Mujeres",42.219546823,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL03","Región de Atacama","_T","Ambos sexos",61.38612285,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL03","Región de Atacama","M","Hombres",73.546730278,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL03","Región de Atacama","F","Mujeres",48.691104763,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL04","Región de Coquimbo","_T","Ambos sexos",57.840847597,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL04","Región de Coquimbo","M","Hombres",70.145869955,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL04","Región de Coquimbo","F","Mujeres",45.970571621,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL05","Región de Valparaíso","_T","Ambos sexos",60.224848826,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL05","Región de Valparaíso","M","Hombres",71.310314468,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL05","Región de Valparaíso","F","Mujeres",49.66363688,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",62.161010369,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL13","Región Metropolitana de Santiago","M","Hombres",73.348755623,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL13","Región Metropolitana de Santiago","F","Mujeres",51.732394663,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",61.605540555,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",74.889013662,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",48.123744637,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL07","Región del Maule","_T","Ambos sexos",59.848634093,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL07","Región del Maule","M","Hombres",73.426017431,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL07","Región del Maule","F","Mujeres",46.587657744,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL16","Región de Ñuble","_T","Ambos sexos",56.655312155,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL16","Región de Ñuble","M","Hombres",69.873113127,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL16","Región de Ñuble","F","Mujeres",43.865822529,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL08","Región del Biobío","_T","Ambos sexos",52.638503099,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL08","Región del Biobío","M","Hombres",65.781491754,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL08","Región del Biobío","F","Mujeres",40.029619647,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL09","Región de La Araucanía","_T","Ambos sexos",61.721109759,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL09","Región de La Araucanía","M","Hombres",73.475631475,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL09","Región de La Araucanía","F","Mujeres",50.386328269,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL14","Región de Los Ríos","_T","Ambos sexos",60.029522334,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL14","Región de Los Ríos","M","Hombres",72.305188703,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL14","Región de Los Ríos","F","Mujeres",47.997756866,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL10","Región de Los Lagos","_T","Ambos sexos",61.614510096,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL10","Región de Los Lagos","M","Hombres",74.736554495,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL10","Región de Los Lagos","F","Mujeres",48.002484094,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",68.005995187,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",76.72477025,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",58.094435095,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",58.418235623,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",71.83565635,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V01","2014 dic-feb","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",43.25144742,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","_T","Total país","_T","Ambos sexos",60.126472347,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","_T","Total país","M","Hombres",72.178196156,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","_T","Total país","F","Mujeres",48.482079552,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",57.9073568,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","CHL15","Región de Arica y Parinacota","M","Hombres",69.389923853,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","CHL15","Región de Arica y Parinacota","F","Mujeres",47.804787894,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","CHL01","Región de Tarapacá","_T","Ambos sexos",63.605284523,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","CHL01","Región de Tarapacá","M","Hombres",75.620458747,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2014-V02","2014 ene-mar","CHL01","Región de Tarapacá","F","Mujeres",50.372819807,,
