"DTI_CL_INDICADOR","Indicador","DTI_CL_ANO","Año","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value","Flag Codes","Flags"
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL13","Región Metropolitana de Santiago","F","Mujeres",326266.687714236,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",323570.268807506,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",346454.183266934,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",269641.890672922,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL07","Región del Maule","_T","Ambos sexos",296218.326693228,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL07","Región del Maule","M","Hombres",323570.268807506,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL07","Región del Maule","F","Mujeres",261805.356659753,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL16","Región de Ñuble","_T","Ambos sexos",323570.268807506,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL16","Región de Ñuble","M","Hombres",346454.183266934,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL16","Región de Ñuble","F","Mujeres",292320.717131475,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL08","Región del Biobío","_T","Ambos sexos",323482.730633962,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL08","Región del Biobío","M","Hombres",368870.106440557,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL08","Región del Biobío","F","Mujeres",259840.6374502,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL09","Región de La Araucanía","_T","Ambos sexos",271750.000000001,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL09","Región de La Araucanía","M","Hombres",323482.730633962,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL09","Región de La Araucanía","F","Mujeres",244541.466353961,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","_T","Ambos sexos",312699.972946163,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres",335627.490039842,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres",259780.438367874,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos",332054.681274902,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres",377396.519072955,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres",308189.054580442,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",431427.025076675,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",487201.195219125,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",348175.627490041,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",508854.581673309,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",540878.379772465,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",431310.307511949,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos",366939.938623411,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","M","Hombres",419139.426868811,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","F","Mujeres",314519.947391495,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",333215.844360705,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres",367552.257157914,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres",262099.956159579,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos",398391.93336256,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres",429617.912540531,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres",324833.055823328,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL02","Región de Antofagasta","_T","Ambos sexos",523924.283586013,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL02","Región de Antofagasta","M","Hombres",628709.140303216,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL02","Región de Antofagasta","F","Mujeres",377423.936869794,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL03","Región de Atacama","_T","Ambos sexos",398182.45552537,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL03","Región de Atacama","M","Hombres",451564.201651152,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL03","Región de Atacama","F","Mujeres",315044.791849641,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL04","Región de Coquimbo","_T","Ambos sexos",316450.267285952,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL04","Región de Coquimbo","M","Hombres",366746.998510209,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL04","Región de Coquimbo","F","Mujeres",289358.351600175,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL05","Región de Valparaíso","_T","Ambos sexos",366746.998510209,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL05","Región de Valparaíso","M","Hombres",419139.426868811,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL05","Región de Valparaíso","F","Mujeres",314354.570151608,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",403633.932485752,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL13","Región Metropolitana de Santiago","M","Hombres",449463.903038821,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL13","Región Metropolitana de Santiago","F","Mujeres",336047.77797295,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",318195.239768137,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",366746.998510209,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",293551.950898729,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL07","Región del Maule","_T","Ambos sexos",300561.132619007,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL07","Región del Maule","M","Hombres",315044.791849641,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL07","Región del Maule","F","Mujeres",269888.371684526,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL16","Región de Ñuble","_T","Ambos sexos",320295.538380468,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL16","Región de Ñuble","M","Hombres",336047.77797295,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL16","Región de Ñuble","F","Mujeres",314354.570151608,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL08","Región del Biobío","_T","Ambos sexos",315044.791849641,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL08","Región del Biobío","M","Hombres",366939.938623411,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL08","Región del Biobío","F","Mujeres",268838.22237836,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL09","Región de La Araucanía","_T","Ambos sexos",299292.552257159,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL09","Región de La Araucanía","M","Hombres",314519.947391495,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL09","Región de La Araucanía","F","Mujeres",269821.006046797,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL14","Región de Los Ríos","_T","Ambos sexos",315044.791849641,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL14","Región de Los Ríos","M","Hombres",356268.512838489,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL14","Región de Los Ríos","F","Mujeres",274536.324599071,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL10","Región de Los Lagos","_T","Ambos sexos",318713.546690048,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL10","Región de Los Lagos","M","Hombres",366939.938623411,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL10","Región de Los Lagos","F","Mujeres",314354.570151608,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",440327.926348093,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",524199.912319158,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",340729.943007453,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",523924.283586013,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",555651.907058308,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2016","2016","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",440327.926348093,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","_T","Total país","_T","Ambos sexos",390718.032504944,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","_T","Total país","M","Hombres",414059.388797507,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","_T","Total país","F","Mujeres",329025.711583111,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",331247.511038005,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL15","Región de Arica y Parinacota","M","Hombres",411282.139478888,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL15","Región de Arica y Parinacota","F","Mujeres",257272.570789225,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL01","Región de Tarapacá","_T","Ambos sexos",391054.307599621,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL01","Región de Tarapacá","M","Hombres",421927.016094328,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL01","Región de Tarapacá","F","Mujeres",339599.793441776,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL02","Región de Antofagasta","_T","Ambos sexos",514545.141578449,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL02","Región de Antofagasta","M","Hombres",668333.476653193,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL02","Región de Antofagasta","F","Mujeres",383004.763404768,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL03","Región de Atacama","_T","Ambos sexos",411636.113262759,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL03","Región de Atacama","M","Hombres",507222.751276946,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL03","Región de Atacama","F","Mujeres",319017.987778638,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL04","Región de Coquimbo","_T","Ambos sexos",346774.738117912,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL04","Región de Coquimbo","M","Hombres",397497.013245606,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL04","Región de Coquimbo","F","Mujeres",308461.604609166,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL05","Región de Valparaíso","_T","Ambos sexos",362301.525088218,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL05","Región de Valparaíso","M","Hombres",411636.113262759,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL05","Región de Valparaíso","F","Mujeres",309215.535967474,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",414059.388797507,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL13","Región Metropolitana de Santiago","M","Hombres",476168.297117133,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL13","Región Metropolitana de Santiago","F","Mujeres",362301.525088218,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",349890.696273345,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",390718.032504944,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",308727.084947069,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL07","Región del Maule","_T","Ambos sexos",309215.535967474,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL07","Región del Maule","M","Hombres",339307.765070083,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL07","Región del Maule","F","Mujeres",288145.279283931,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL16","Región de Ñuble","_T","Ambos sexos",308727.084947069,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL16","Región de Ñuble","M","Hombres",310544.54159813,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL16","Región de Ñuble","F","Mujeres",298436.182115501,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL08","Región del Biobío","_T","Ambos sexos",329025.711583111,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL08","Región del Biobío","M","Hombres",362301.965197818,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL08","Región del Biobío","F","Mujeres",288257.369507266,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL09","Región de La Araucanía","_T","Ambos sexos",319017.987778638,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL09","Región de La Araucanía","M","Hombres",359871.872044027,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL09","Región de La Araucanía","F","Mujeres",289841.572158255,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL14","Región de Los Ríos","_T","Ambos sexos",329025.711583111,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL14","Región de Los Ríos","M","Hombres",370472.501936483,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL14","Región de Los Ríos","F","Mujeres",303581.633531285,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL10","Región de Los Lagos","_T","Ambos sexos",359871.872044027,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL10","Región de Los Lagos","M","Hombres",411282.106205353,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL10","Región de Los Lagos","F","Mujeres",308727.084947069,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",414059.388797507,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",514102.67434861,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",359871.872044027,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",517574.235996883,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",616923.209218332,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2017","2017","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",484787.978443425,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","_T","Total país","_T","Ambos sexos",400000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","_T","Total país","M","Hombres",411100.104401634,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","_T","Total país","F","Mujeres",343234.346147389,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",350000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL15","Región de Arica y Parinacota","M","Hombres",400000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL15","Región de Arica y Parinacota","F","Mujeres",291046.667785797,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL01","Región de Tarapacá","_T","Ambos sexos",383000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL01","Región de Tarapacá","M","Hombres",400928.615367596,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL01","Región de Tarapacá","F","Mujeres",335000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL02","Región de Antofagasta","_T","Ambos sexos",500000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL02","Región de Antofagasta","M","Hombres",632273.795534663,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL02","Región de Antofagasta","F","Mujeres",377000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL03","Región de Atacama","_T","Ambos sexos",400928.615367596,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL03","Región de Atacama","M","Hombres",501196.6300122,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL03","Región de Atacama","F","Mujeres",320717.97800732,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL04","Región de Coquimbo","_T","Ambos sexos",331191.035756252,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL04","Región de Coquimbo","M","Hombres",400000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL04","Región de Coquimbo","F","Mujeres",281010.575793184,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL05","Región de Valparaíso","_T","Ambos sexos",380000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL05","Región de Valparaíso","M","Hombres",401443.679704548,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL05","Región de Valparaíso","F","Mujeres",310000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",421515.863689775,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL13","Región Metropolitana de Santiago","M","Hombres",480000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL13","Región Metropolitana de Santiago","F","Mujeres",390000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",352000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",400000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",326000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL07","Región del Maule","_T","Ambos sexos",320000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL07","Región del Maule","M","Hombres",346000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL07","Región del Maule","F","Mujeres",300000,,
"ESI_YRMEDIANO_OCU","Ingreso mediano real de la población ocupada (proyecciones base 2002)","2018","2018","CHL16","Región de Ñuble","_T","Ambos sexos",300000,,
